sku,weight (kg),length (cm),width (cm),height (cm)
30H0001KUK,1.4,,17.9,3.7
2008606,,,,
55020BGV,,,12,6.5
55020BJB,,,12,6.5
55020BJA,,,12,6.5
63F2RAT3EU,15.5,,93.7,47.5
21FA0004UK,2.95,,36.4,3.02
21BSS1DK0P,1.21,,31.75,1.69
11H1000KUK,2.45,,24,18.53
HMXL44ARC-KIT,3.35,,43.6,4.3
63A5GAR6EU,8.9,,60.4,16.1
8A3P2EA#ABU,,,6.9,30.5
451-BCPT,,,,
67B8GACBUK,8.1,1.8,64.7,42
6VY96AA,0.14,,12.9,4.7
7B0V0EA#ABU,7.92,,39.9,22.8
1FGCL3COM,,,,
5M11A35100,,,,
4XC1M72796,0.03,,5.3,
4X21M37469,0.75,,26.4,5.3
G733PYV-LL046W,4.29,,9,35.5
5M11A35099,,,,
DELL-2CP9F,,,,
S3423DWC,15.2,,22.35,44.96
904367-061B,,,,
6U4M0EA#ABU,7.25,,39.4,49.9
X1502ZA-EJ465W,3.16,,6.5,28.8
SRSXB100B.CE7,0.372,,9.6,9.8
NH.QFJEK.005,4.05,,8,34.1
SRSXB100H.CE7,0.372,,9.6,9.8
NX.KP4EK.004,2.4,,6.5,28.8
SRSXB100L.CE7,0.364,,8,8.6
SRSXB100D.CE7,0.37,,8.6,12
X1504ZA-NJ133W,1.7,,35.97,1.7899999999999998
8510-237,0.958,,24.8,8.5
NX.K06EK.006,1.45,,32.64,2
8492A-2ALCGB11,0.472,,24.119999999999997,15.66
MPR-2,,,24.5,
02408-001,,,,
DSPNSJ70,,,,
DSPNSJ22,,,,
DSPPS470,,,,
DSPNSJ11,,,,
DSPNSJ97,,,,
DSPXB150,,,,
DSPPS485,,,,
DSPPS481,,,,
DSPNSJ85,,,,
DSPNSJ81,,,,
DSPNSJ59,,,,
DSPXB197,,,,
DSPXB185,,,,
DSPXB140,,,,
DSPPS459,,,,
DSPPS450,,,,
DSPXB170,,,,
DSPXB122,,,,
DSPPS497,,,,
DSPPS440,,,,
DSPPS422,,,,
DSPNSJ50,,,,
DSPNSJ40,,,,
DSPNSJ10,,,,
90MP02W0-BMUA10,,,,
NX.AU0EK.004,1.37,,32.3,1.9300000000000002
8A5W0EA#ABU,,,6.9,30.5
8A5V9EA#ABU,,,6.9,30.5
8A477EA#ABU,,,6.9,30.5
8A5W7EA#ABU,,,6.9,30.5
WS-EUK03,,,8.6,8.58
0A001-00698600,,,,
AUD005BTBLK,,,,
90NR0753-R30IT0,,,,
90NB0L61-R34FR0,,,,
ZACH0108GB,0.615,,29.339999999999996,0.6900000000000001
8502-237,2.26,,73,
8501-237,2.26,,73,
2006225,,61,9.4,
2008003,,,0.1,
VIGI C450(2.8MM),0.24,0.27999999999999997,,8.4
55036939,0.07712999999999999,,10,10
MV9WG,,,,
X1404VA-EB076W,1.4,,32.489999999999995,1.7899999999999998
Y3FRW,21.7,,17.65,41.79
VFY:R2547SC020IN,32,,48.22,8.690000000000001
6N4E2AT,10.9,,69.9,44.6
6N4E2AT#ABB,10.9,,66.9,44.6
6N6F2AT,11,,69.9,44.6
6N4C4AT,10.1,,69.9,16
6N6E9AT,7.6,,62.1,40
453D2AA,3.41,,50.43,36.71
453D2AT,3.41,,50.43,36.71
40Z26AT,17.7,,90.5,48.1
40Z32AT#ABB,10.3,,60.3,42.1
40Z32AT,10.3,,60.3,42.1
2D9K1AA,4.7,,61,39.9
189T0AT#ABB,8.89,,53.94,49.489999999999995
189T0AT,8.89,,61.1,39.2
V52HD,4.7,,40,15.5
INC014BTSGY,,,,
WF1000XM5S.CE7,,,9.8,8.8
SMC2000I-2U,30.2,,59,25
3011-8248-001,,,,
DA200,,,,
VIGI C250(2.8MM),0.28,0.27999999999999997,,8.57
6E6F0AA,0.26,,10.5,5.58
11JN006HUK,1.25,,17.9,3.7
883X2EA#ABU,2.95,,49.8,13.2
8R520EA#ABU,2.21,,6.9,30.5
PM9600-AR433RB,,650,7.9,19.8
PM9600-DKAR433RK10,0.455,,7.9,19.8
PD9630-AR,0.318,,7.9,19
PBT9600-ARRB,,,7.9,19.8
ADWAL-002,,,,
Tapo C220,,3,8.66,11.77
PD9630-ARK2,0.318,,7.9,19
CHDHX-112-RW,,,,
PM9600-DKAR433RB,0.455,,7.9,19.8
PD9630-ARK1,0.318,,7.9,19
EF-DX715BBEGGB,0.423,,17.369999999999997,25.490000000000002
EJ-P5600SWEGEU,,,,
SM-R935FZEAEUA,0.0287,,3.88,
SM-R935FZKAEUA,0.18,,28.21,3.09
SM-F731BZEHEUB,0.187,,7.19,16.509999999999998
EF-OF94KKBEGGB,,,,
EF-BX910PBEGWW,,,,
SM-X916BZEAEUB,0.737,,32.64,20.86
SM-R965FZKAEUA,0.2175,,28.21,3.09
EF-XF73KKTEGGB,0.037,,7.5,16.81
DT.R0DEK.004,,,3,17.8
RT40-KSDQ4WNSEX1,0.425,,5.8,19.9
21HK000MUK,1.7,,36.19,2.1100000000000003
21HF000RUK,1.34,,31.77,1.7899999999999998
CF-33GZ05CB4,,,,
960-001585,,,,
AM4O56DIX4XX,2.3,,36.9,3.25
DN-170123,44.2,,,
DN-170121,25.1,,,
11R80041UK,5.3,,9.25,33.95
AM2254QIXDXX,2.3,,36.9,3.25
AM2254QIX4XX,2.3,,36.9,3.25
9S7-158561-1416,2.3,,35.9,2.69
ADLX65NCC3A,,,,
NDI-5502-AL,0.45,3,,10.2
90MR00K1-M004Z0,0.7,,11.5,4.9
817A7EA#ABU,,,6.9,30.5
38347,0.54,,15.2,13.3
1GF018UPA1L05,,,12.4,3.2
B9403CVA-KMI711X,,,,
21AK00AVUK,1.38,,31.77,1.7899999999999998
B5402FVA-KAI715X,,,,
N45680-B31,,,,
N43874-BG1,,,,
N43874-BB1,,,,
N43875-031,,,,
N45680-A41,,,,
N45437-041,,,,
N43875-B31,,,,
N43874-071,,,,
N43565-001,,,,
2269-PRIVACY-SCREEN,0.36,,56,0.04
156L-PRIVACY-SCREEN,0.174,,38.5,0.2
LVF-8008C-P0413,0.172,4,,9.3
IEUEBJBMINIRPNK124,,,,
IEUEBJBMINIRAQUA124,,,,
IEUEBJBMINIRBLK124,,,,
12JD0030UK,7.5,,24.5,53
GB-BRI5H-1335,,,12.4,4.970000000000001
40AAPF02-BFV,1.9,,25.9,26.5
61PF01P000AB,7.9,,45.8,31.6
910-007014,,,,
BR1402F-I3S81XA-3Y,,,,
910-007015,,,,
60005866,,,,
GB-BRI7H-1355,,,12.4,4.970000000000001
GB-BRI3H-1315,,,12.4,4.970000000000001
A10400026,0.20125,2.4,7.63,16.21
A10400028,0.20125,2.4,7.63,16.21
17Z90R-K.AD78A1,2.5,,49.9,6
FZ-G2CZ08TBE,1.19,,27.9,18.8
90GC00W0-BGP000,0.786,,19.4,16.3
16Z90R-K.AD78A1,2.2,,47.5,6
XO3QBK.DGBRLLK,4.1,,21.4,39.4
16T90R-K.AA78A1,2.58,,49,6.7
16Z90R-K.AA78A1,2.2,,47.5,6
8P00000284,,,,
816S2EA#ABU,,,6.9,30.5
20UES67105,,,32.9,1.7899999999999998
20UES67005,,,32.9,1.7899999999999998
HYDRA2B,5.91,,,
20UES67205,,,32.9,1.7899999999999998
PA5177E-1AC3,,,,
2007142,,,,
2007344,,30.4,11.4,
2007346,,30.4,11.4,
2007186,,,,
2007091,,,,
23669-PRIVACY-SCREEN,0.38,,56,0.2
135S-PRIVACY-SCREEN,0.174,,38.5,0.2
1754-PRIVACY-SCREEN,0.28,,56,0.2
32GR93U-B.AEK,11.6,,96.9,16.8
2869-PRIVACY-SCREEN,0.5,,74,0.2
19569-PRIVACY-SCREEN,0.32,,56,0.2
1954-PRIVACY-SCREEN,0.34,,56,0.2
27GR93U-B.AEK,8.8,,69.1,18.4
27GR75Q-B.AEK,8.55,,69.1,51.3
LS49CG934SUXXU,18.1,1.5,135.2,24
2003471,,304.8,30.5,
GFS4520-BK-RED,0.052,,2.8,5.5
GFS4520-BKK1-RED,,,,
2004296,,122,30.5,
6N6F2E9#ABB,11,,69.9,44.6
BH71,,,46,14.5
VG249Q3A,5.5,,60,40.5
VY229HE,4.31,,56.5,41.2
VG27AQ3A,7.2,,68.6,47.5
90MP037A-BKEA01,,,,
VG279Q3A,6.9,,68,45
N45442-031,,,,
21JT0007UK,1.81,,35.61,1.9899999999999998
450-AJBL,,,,
21JN0000UK,1.81,,35.61,1.9899999999999998
02282-001,,,,
02740-002,,,,
N43570-001,,,,
14M21-PRIVACY-SCREEN,0.17,,38.5,0.2
21KG0011UK,1.38,,31.35,1.69
21K3001CUK,1.38,,31.77,1.7899999999999998
21K3000GUK,1.38,,31.77,1.7899999999999998
FP2Q64TI1DXX,1.52,,31.4,2.5
16M21-PRIVACY-SCREEN,0.19,,38.5,0.2
21F6003WUK,1.25,,31.75,1.69
21JT0009UK,1.97,,35.61,1.9899999999999998
21FV0011UK,1.86,,35.95,1.75
12N9GAT1UK,8.1,1,56.8,42.2
12C60002UK,1.07,,17.8,3.4
82VQ0003UK,,,,
21HD003FUK,1.36,,31.77,1.7899999999999998
21F60037UK,1.25,,31.75,1.69
21KJ0013UK,1.38,,31.35,1.69
21KH001NUK,1.7,,35.6,1.75
21KH001LUK,1.7,,35.6,1.75
21K70016UK,1.82,,36.19,2.05
21F20011UK,,,,
C13T66464A,,,,
STHA20000800,1.6,,18,12
UC5Y6PE,,,,
7MD72F#B19,6.9,,39.8,30.6
P47816-B21,,,,
P49052-B21,,,,
P47815-B21,,,,
P47814-B21,,,,
P47813-B21,,,,
WD8002FZWX,,,,
U11WRPE,,,,
P49028-B21,,,,
M280CS1030-1TB-RB,0.0066,,,
Z1AE-TC77XX-5700,,,,
006R04519,0.6047,,17,12.5
Z1AS-TC52XX-5703,,,,
Z1AE-TC72XX-5700,,,,
Z1AS-TC57XX-5703,,,,
Z1AE-TC77XX-5703,,,,
Z1AE-TC72XX-5703,,,,
Z1AE-TC57XX-5703,,,,
Z1AE-TC52XX-5703,,,,
Z1AE-TC57XX-5700,,,,
Z1AE-TC52XX-5700,,,,
FK-3100,,,,
006R04518,0.6,,11.5,8.5
289243-001-RFB,,,,
UC0U2E,,,,
P47822-B21,,,,
785412-001,,,,
748435-001,,,,
765863-001,,,,
AGAMMIXS70B-512G-CS,,,,
ST20000NM002D,,,,
ET-Q29AE-HG,22.7,,45,8.9
ST18000NM000D,,,,
Z1AS-ZD60-4C0,,,,
Z1AE-ZQ3X-4CR,,,,
Z1AC-MC33XX-3C03,,,,
Z1AE-ZQ6X-7CR,,,,
Z1AE-ZQ5X-1C0,,,,
Z1AE-ZQ3X-4CM,,,,
Z1A1-VC80XX-1C00,,,,
BTRY-ET5X-10IN1-02,,,,
Z1AE-TC70XX-4C00,,,,
Z1A1-ZC35-1C0,,,,
Z1AE-ZQ6X-7C0,,,,
Z1AE-ZQ5X-2C0,,,,
Z1AS-LMU2XXX-3C03,,,,
Z1A5-PME4-3,,,,
5WS1C83325,,,,
Z1AF-RS6000-5C03,,,,
A7547285,,,,
XNBNMM_1PS4PSP,,,,
XNBNMM_1PS4PS,,,,
XNBNMM_1PS3PSP,,,,
A7547288,,,,
XNBNMM_1PS3PS,,,,
625031-B21-RFB,1.36,,11.07,2.6399999999999997
SAT5210-480G,,,6.9799999999999995,0.7
SAT5210-3840G,,,6.9799999999999995,0.7
497N07995,5.19,,21.84,47.75
DN-93708,1,,15,1
RM1-1537-050CN,,,,
DS1621+/48TB-N300,,,,
P47820-B21,,,,
ST20000NM007D,0.67,,10.18,2.6100000000000003
UC5Y8PE,,,,
UC5Y7PE,,,,
UC5Z1PE,,,,
52D76AA,,,,
487P-87310-362,,,,
652766-B21-RFB,,,,
IS-MSD-1-64,,,,
43BDL4511D/00,,,,
32BDL4511D/00,,,,
50BDL4511D/00,,,,
628065-B21,,,10.16,2.6100000000000003
TS-h1290FX-7232P-64G,,,,
55VM5J-H,31,,135.3,85.5
L5SL5_1OS3PS,,,,
0F38755,0.69,,10.16,
55VH7J-H,31,,135.3,85.5
HDWG51JUZSVA,0.72,,,
RM1-8047-030CN,,,,
487P-87710-312,,,,
487P-87700-112,,,,
4870-87710-802,,,,
487P-87700-312,,,,
4870-87720-801,,,,
487P-87720-312,,,,
487P-87720-112,,,,
487P-87710-112,,,,
A7547300,,,,
A7547294,,,,
A7547291,,,,
A7547306,,,,
AXM765-20000S,,,,
A7547303,,,,
759547-001,,,,
134-32,0.16,,12,19
400-BLLO,,,,
Z1AE-ZT411-3C03,,,,
COMM-1YP-4YOSS-NX,,,,
994-000168,,,,
994-000148,,,,
994-000159,,,,
006R04610,0.83,,14,8
487P-85870-160,,,,
487P-85740-160,,,,
487P-85480-160,,,,
487P-85980-362,,,,
487P-49720-362,,,,
487P-13339-160,,,,
487P-85660-160,,,,
487P-86840-112,,,,
487P-86810-312,,,,
487P-85830-112,,,,
487P-85310SIP-112,,,,
487P-49720-312,,,,
487P-86930-312,,,,
487P-49700-312,,,,
487P-49700-112,,,,
487P-86840-312,,,,
487P-49780-312,,,,
487P-49740-312,,,,
487P-86240-312,,,,
487P-86240-112,,,,
487P-48820-112,,,,
487P-86270-312,,,,
487P-30760-312,,,,
487P-86830-312,,,,
487P-86260-312,,,,
487P-49740-112,,,,
487P-86830-112,,,,
487P-86270-114,,,,
487P-85980-312,,,,
487P-66070SIP-112,,,,
487P-49780-112,,,,
487P-13339-112,,,,
487P-86930-112,,,,
487P-86850-112,,,,
487P-86810-112,,,,
487P-85830-312,,,,
487P-49720-112,,,,
50178577-001,,,,
50177476-001,,,,
Z1AE-ZD220-500,,,,
VIQF-IOT-3Y,,,,
50178579-001,,,,
4870-86260-802,,,,
PR650XS_3OS3PS,,,,
PR550_3PS3PSP,,,,
PR550_3OS3P4H,,,,
PR450_3OS3P4H,,,,
PD45S0F0010000200,9.34,4.8,10.8,27
U31VYE,,,,
PR750XS_3OS5PS,,,,
PR550_3OS5PS,,,,
PR550_3PS3P4H,,,,
PR450_3PS5PS,,,,
PR450_3PS5P4H,,,,
PR550_3PS5PSP,,,,
PR650XS_3PS5PS,,,,
PR450_3PS5PSP,,,,
PR750XS_3OS5OS,,,,
PR750XS_3PS5PS,,,,
PR550_3OS5PSP,,,,
PR550_3OS5OS,,,,
PR450_3PS3PSP,,,,
PR450_3OS5PSP,,,,
PR450_3OS3PSP,,,,
PR650XS_3OS5PS,,,,
PR650XS_3OS5OS,,,,
PR550_3PS5P4H,,,,
PR550_3OS5P4H,,,,
PR550_3OS3PS,,,,
PR450_3OS5P4H,,,,
PR750XS_3OS3PS,,,,
PR550_3PS5PS,,,,
PR550_3OS3PSP,,,,
PR450_3PS3P4H,,,,
PR450_3OS5PS,,,,
PR450_3OS5OS,,,,
PR450_3OS3PS,,,,
IFP9850-4,0.13319999999999999,,243.5,148.3
U35PNE,,,,
NT01NV2000-512-E4X,0.008,,2.2,0.225
487P-82790-312,,,,
487P-82790-112,,,,
487P-87300-112,,,,
487P-87300-312,,,,
50180237-001,,,,
50180196-001,,,,
Z1AS-ZD2X-3C03,,,,
DS1821+/32TB-IW,,,,
NS3048_1DE3PS,,,,
RS1619XS+/72TB-TE,,,,
513402-001,,,,
533000-053,,,,
RDS02E1,,,31.5,14.2
C32C814618,,,,
TG-BT5-OUT,0.027,,3.8,1.6
NS4048_1DE5PS,,,,
NS3048_1DE5PS,,,,
PNLGS_1CR4PR,,,,
PN5L5_1CR3PR,,,,
PN3L3_1CR3PR,,,,
PNLGS_1OS3OS,,,,
PN7L7_2CR4PR,,,,
PN7L7_1CR3PR,,,,
PN5L5_2CR4PR,,,,
PN5L5_1CR4PR,,,,
PNLGS_1CR3PR,,,,
NS4048_1DE3PS,,,,
PN7L7_1CR4PR,,,,
PN3LGS_2CR4PR,,,,
PN3L3_1CR4PR,,,,
P41401-B21,,,,
ZP500NM3A002,0.063,,10.9,2.4
5WS1C10554,,,,
MB-MC64KA/EU,,,,
DPO11-5339-01,,,,
Z1AE-MC93XX-3C20,,,,
487P-49735-312,,,,
Q2017A,,,,
VIQFC-AW-PILOT,,,,
VIQFC-MI-PILOT,,,,
2112726,,,,
Z1AE-ET8XXX-3100,,,,
Z1AE-ET8XXX-5C00,,,,
Z1AE-ET8XXX-5C03,,,,
Z1AE-ET8XXX-5100,,,,
Z1AE-ET8XXX-3C00,,,,
006R04499,0.4,,11,8.5
02300CT11007,,100,11,
5PS0T35623,,,,
WDS960G2G0C,0.0075,,8,0.238
WDS240G2G0C,0.0075,,2.2,0.238
5WS0U55752,,,,
5WS0W28637,,,,
P04174-003,,,,
748386-001,,,,
791394-002,,,,
SDCIT2/64GBSP,,,,
SDCIT2/8GBSP,,,,
STKW8000400,1.64,,23.6,23.3
P10454-S21,,,,
P06584-S21,,,,
P09716-S21,,,,
MQ01ABF050-RFB,,,,0.7
DX1215II/192TB-HAT5300,9.02,,30,27
L_3AD,,,,
XNBNMN_1PS3PSP,,,,
L_3HD,,,,
MW3L3_1PS3PSP,,,,
55UL3J,18.8,,136,81
H09R9E,,,,
H28Q6E,,,,
H27Z9E,,,,
H28U2E,,,,
H07M5E,,,,
MZ-V7S1T0E,,,,
H24U7PE,,,,
H24Y3PE,,,,
H24T3PE,,,,
03300CT11007,,,,
C5R62-RFB,,,,
8WP8W-RFB,,,,
U0J12E,,,,
U0J10E,,,,
487P-87090-112,,,,
487P-87310-312,,,,
487P-87310-112,,,,
H25C1PE,,,,
RS3621XS+/192TB-HAT5300,,,,
STHZ4000800,0.2,,8.95,3.65
STKX2000400,0.266,,8.1,2.15
HZ1B5PE,,,,
H11S4PE,,,,
H25E7PE,,,,
STHR4000800,0.2,,8.95,3.65
H11U4PE,,,,
H24Z7PE,,,,
H24P1PE,,,,
PM45A10000030200,12.6,4.8,10.8,18.1
50UR640S,14.6,,121.5,77.5
DN-81212,0.041667,,11.7,3.2
Z1RE-EC55XX-1313,,,,
Z1RE-EC55XX-1310,,,,
Z1AE-MC33XX-32C0,,,,
VIQF-PRT-PILOT,,,,
Z1BE-ZD4X1-3C0,,,,
Z1AE-TC83XX-5C10,,,,
Z1AE-ZQ5X1-5C03,,,,
Z1RE-EC55XX-1323,,,,
Z1RE-EC55XX-1320,,,,
Z1RE-EC55XX-1523,,,,
Z1BE-ZD4X1-1C0,,,,
Z1RE-EC55XX-1513,,,,
BDE1J152102058,,,,
Z1BE-ZD6X1-3C0,,,,
Z1BE-ZD6X1-1C0,,,,
BDL7J000058040,,,,
BDE1J050102102,,,,
Z1AE-ZQ6X-1C0,,,,
BDL7J000076066,,,,
04800CT11007,,74,11,
2366449,,,,
DCPJ1200WZU1,6.8,,22,46.5
2366561,,,,
0971C008,12.9,,46.3,35.1
U02CHE,,,,
U13FDE,,,,
U13F9E,,,,
SV.WCMA0.A03,,,,
SV.WCMA0.A00,,,,
SV.WCMA0.A05,,,,
R0Q54AS,,,,
Z1RE-RFD40X-2100,,,,
Z1RE-RFD40X-1100,,,,
Z1RE-RFD40X-2103,,,,
Z1RE-RFD40X-1103,,,,
XNBN_3AD,,,,
5WS1D03498,,,,
WD5000LPZX,0.09071,,6.9799999999999995,0.7110000000000001
VIQF-IOT-PILOT,,,,
2112722,0.64,,5.6,13.6
LC421VALDR,,,,
LC421XLVALDR,,,,
MZWLR7T6HALA-00007,,,10,1.5
4870-69421C-802,,,,
487P-SYNC60-312,,,,
4HGTJ-RFB,,,,
MZWLR15THALA-00007,,,10,1.5
TS-832PXU-4G/64TB-TEE,15.2,,,
RM2-5452-010,,,,
HDWG480UZSVA,0.915,,13.6,
86UL3J-B,,,211.5,121.5
65UL3J-E,27.5,,160,97
KO.0080D.014,,,,0.95
136-38,0.06,,8.2,16.2
45762012,60,,38.7,24.5
55BDL3452T/00,,,,
B310SP3,0.5,,16.5,1
J9F49AS,,,,
ZD6A043-D2EF00EZ,1.6,74,10.8,15.1
H7J34A3#RAM,,,,
H7J33A4#TT3,,,,
H7J34A3#RAN,,,,
105999-310-01,,,,
TAIT140N,0.074,186,,
ZP1000GM3A013,0.0081,,2.21,0.223
ZP500GM3A013,0.0077,,2.21,0.223
U8025E,,,,
UN480E,,,,
UT849PE,,,,
U09XDE,,,,
097S04847,11.1,,61.8,40.589999999999996
HX2M7E,,,,
HX2M5E,,,,
HY3C9E,,,,
201F5AA,0.26,,22,3.9
U9TX7PE,,,,
345-BBYZ,,,,
HV3Q9E,,,,
HV3S4E,,,,
43UR640S,11,,105.5,66
HV4X0E,,,,
HV3W2E,,,,
HV5J8E,,,,
HV5A8E,,,,
HV3W8PE,,,,
HV3Q6E,,,,
HV3S2E,,,,
DN-81021,0.041667,,11.7,
STKN2000400,0.239,,10.5,3.2
TC3M3_3CR5CR,,,,
NT02P500STN-032G-R,,,1.1,0.1
NT02P500STN-064G-R,,,1.1,0.1
SSDPF2NV153TZN1,,,,
STKN1000400,0.239,,10.5,3.2
FW-75BZ30J,49,,181.2,111
FW-50BZ35J,19,,122.8,78.6
FW-43BZ30J,14,,107.2,14.3
P40570-B21,0.5,,21.919999999999998,14.61
HV3A6E,,,,
SDCZ48-064G-G46BR2,,,,
AG425A-RFB,,,9.93,6.0200000000000005
VB-STND-001-2C,43.5,,155,77
HU9B7E,,,,
HU9B1E,,,,
HU8Y9PE,,,,
HU9B5E,,,,
HU8R3PE,,,,
HU9H1PE,,,,
HU9C3PE,,,,
HU8U5PE,,,,
HU9F5E,,,,
HU8X9E,,,,
HU8Q1PE,,,,
HU9G7PE,,,,
HU9G5PE,,,,
HU8U1PE,,,,
HU9B9PE,,,,
HU9D9E,,,,
HU8F9E,,,,
STKS2000400,0.144,,10.45,3.25
BDE1J026051060,,,5.1,2.6
2371987,,,,
LVN127693,0.85,Yes,,
NZ9264_1DE5PS,,,,
NS5248_1DE5PS,,,,
NS4112F_1DE3PS,,,,
N3248X_LLW3P4H,,,,
NS4148U_1DE5PS,,,,
NS4148U_1DE3PS,,,,
NS4112_1DE3P4H,,,,
N3248X_LLW5PS,,,,
N3248PX_LLW3PS,,,,
NS5048_1DE5PS,,,,
NS4112F_1DE5PS,,,,
NZ9264_1DE3PS,,,,
NZ9264_1DE3P4H,,,,
NS5232_1DE5PS,,,,
NS5232_1DE3P4H,,,,
N3248XE_LLW3PS,,,,
N3224PX_LLW5PS,,,,
NS5248_1DE3P4H,,,,
NS5048_1DE3P4H,,,,
NS4112T_1DE5PS,,,,
NS5232_1DE3PS,,,,
NS4112T_1DE3PS,,,,
NS5248_1DE3PS,,,,
N3248XE_LLW5PS,,,,
N3248PX_LLW5PS,,,,
NS5048_1DE3PS,,,,
N3248X_LLW3PS,,,,
N3224PX_LLW3PS,,,,
U02KRE,,,,
HM5X9PE,,,,
HM5X3PE,,,,
49XS4J,25.3,,,
HM5X1E,,,,
HM5W9E,,,,
55XS4J,31.2,,,
SU346A,1.22,,38.9,17.2
GP-GM30512G-G,,,2.2,0.22999999999999998
90DD0114-M29000,0.255,,13.55,1.29
HV4X2E,,,,
HU9D1PE,,,,
HU8U9PE,,,,
HU8K9E,,,,
HU8B9E,,,,
HM5Y1PE,,,,
DX1215II/96TB-TOSH,9.02,,30,27
HV5B0E,,,,
HU8Y7PE,,,,
HU8Y1PE,,,,
HU8U7PE,,,,
HU8T7E,,,,
HU8K7E,,,,
HU9F9PE,,,,
HU8Q5PE,,,,
HU8P9E,,,,
HV3R8E,,,,
HV3N6E,,,,
HM5Y5PE,,,,
HV5J6E,,,,
HV3A4E,,,,
HU9G3PE,,,,
HU8B7E,,,,
HM5X7PE,,,,
HX2P1E,,,,
HV3W0E,,,,
HV3E6E,,,,
HU8Y5PE,,,,
HU8X7E,,,,
HV3N4E,,,,
HV3E4E,,,,
HU8Z3PE,,,,
HU8V3PE,,,,
HU8Q7PE,,,,
HU8Q9PE,,,,
HU8F7E,,,,
HY3Q2E,,,,
HX2P3E,,,,
HU9C7PE,,,,
HU9C5PE,,,,
HU8T9E,,,,
DX1215II/120TB-TOSH,9.02,,30,27
DX1215II/48TB-TOSH,9.02,,30,27
10026769,,,,
WD101PURP,,,,
WD141PURP,,,,
WD8001PURP,,,,
L3SL3_3PS3PSP,,,,
L3SL3_3PS5PSP,,,,
L3SL3_3PS5PS,,,,
HU9D5E,,,,
302LZ93041,,,,
6FW08A,4.2,,39.7,24.2
VN3M3_1CR3OS,,,,
AT-SP10TM,,,,
45858303,,,,
HY0Z9E,,,,
HV4Q7E,,,,
HAS5300-16T,,,,
MG08ADA400E,0.693,,10.18,14.7
P37071-001,,,,
HV4Q8E,,,,
P13246-001,,,,
P13247-001,,,,
1W10001,,,,
MG08ADA600E,0.68,,10.18,14.7
406L8AA,0.20411,,8.5,1
406L7AA,0.20411,,8.5,1
P37068-001,,,,
C13S051061,2.95,,31,19
5WS1C83299,,,,
99155971,,3,1.27,
99125355,,11,1.27,
99105590,,1.8,0.8,
96113450,,,,
88337123,,,,
75311515,,,,
65315604,,,,
65310813,,,,
65310810,,,,
65310401,,,,
35330810,,,,
35330310,,,,
31519426,,,,
31519393,,,,
31519390,,,,
31519371,,,,
31518773,,,,
31518728,,,,
31518003,,,,
31518002,,,,
31516658,,,,
31516657,,,,
31516221,,,,
31514843,,,,
30134504,,,,
26515992,,,,
26515963,,,,
26515591,,,,
26515444,,,,
26512636,,,,
26511632,,,,
26511631,,,,
26511611,,,,
26511551,,,,
26511441,,,,
26511302,,,,
26511291,,,,
26510890,,,,
26510795,,,,
26510793,,,,
26510595,,,,
26510592,,,,
26510547,,,,
26510540,,,,
25333903,,,,
25333900,,,,
23510554,,,,
23510552,,,,
23510541,,,,
23510531,,,,
23510530,,,,
23510521,,,,
23510520,,,,
23510512,,,,
23510438,,,,
23510050,,,,
11513980,,,,
11511245,,,,
11510988,,,,
11510987,,,,
11311243,,,,
11311240,,,,
11310241,,,,
99180765,,150,0.8,
99155810,,1.6,0.8,
86310315,,,,
80110163,,,,
65319000,,,,
65314131,,,,
65310812,,,,
65310301,,,,
65114520,,,,
50110254,,,,
31519427,,,,
31519363,,,,
31518772,,,,
31516614,,,,
31514912,,,,
31514844,,,,
31514814,,,,
31510302,,,,
31510063,,,,
31510025,,,,
30330232,,,,
30134703,,,,
5PS0K76367,,,,
DS1821+/32TB-TOSH,,,,
98BDL4550D/00,,,,
50BDL3550Q/00,,,,
X264H11G,,,,
U22XQE,,,,
U22X6E,,,,
U22XXE,,,,
U22X2E,,,,
U22X1E,,,,
U22XLE,,,,
U22X7E,,,,
U22X5E,,,,
U22X0E,,,,
U22XHE,,,,
U22XGE,,,,
5WS0W86757,,,,
0F38353,,,,
0F38462,,,,
Z1AE-MC92XX-3C10,,,,
60005047,,,112,70
60005050,,,129.8,86
60005061,49.3,,173.6,103.3
60005055,36.5,,143,92
60005046,23,,112,70
60005051,28.7,,129.8,86
Z1AE-TC57XX-5C20,,,,
Z1AE-TC57XX-3C20,,,,
P37001-B21,,,21.919999999999998,1.46
P36997-B21,0.5,,21.919999999999998,14.61
90DD0210-M29000,1.12,,16.5,6.3
UK727E,,,,
E659793,14.3,,76.4,32.2
AUSDX256GUI3V30SA2-RA1,,,,
5WS0W48381,,,,
Z1AE-TC77XX-4C00,,,,
MTFDDAK240TCB-1AR1ZA,,,6.9799999999999995,0.7
H6K6V,,,,
B11B263401BY,27,,29.6,17.6
P37005-B21,0.5,,21.919999999999998,14.61
MTFDHAL1T6TCU-1AR1ZA,,,6.9799999999999995,1.48
Z1AE-ZD2X-5C0,,,,
407-BCHI,,850,,
PET3_5YKYCE,,,,
PET2_3YKYCE,,,,
PET1_3YKYCE,,,,
PET3_3YKYCE,,,,
5WS1B43171,,,,
L85350-002,,,,
EP5542,74.7,,97,203.4
5WS1B38518,,,,
MW5L5_3OS5PSP,,,,
78C0D30,1.05,,49.5,14.9
MW3L3_1OS3PSP,,,,
UD5T0PE,,,,
